Sample_Name,Strain_Alias,Heterozygosity,Introgressions,Fraction_Heterozygous_Introgressions,Phylogenetic_Clade,Main_Ancestral_pop,Main_Anc_Pop_Q,Secondary_Ancestral_Pop,Secondary_Anc_Pop_Q,used_in_ADMIXTURE,Used_in_supporting_phylogenies,Used_in_main_phylogeny,Used_in_MDSA,Reference,,,,,,,,,,,,
AGH,CBS1582,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AGI,CBS1590,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AGS,CBS3013,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AGV,CBS6223,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AHD,CBS1192,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AHE,CBS1194,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AHN,CBS5635,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AHP,CBS5835,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AHR,CBS1227,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AHT,CBS1460,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AIA,CBS2180,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AIB,CBS2805,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AIC,CBS2807,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AIF,CBS457,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AII,C6.1,,,,1. Wine/European,,,,,,,,1,"Stringini, Food Micr., 2009",,,,,,,,,,,,
AIK,C15.1,,,,1. Wine/European,,,,,,,,1,"Stringini, Food Micr., 2009",,,,,,,,,,,,
AIL,C10.4,,,,1. Wine/European,,,,,,,,1,"Stringini, Food Micr., 2009",,,,,,,,,,,,
AIQ,MC7,,,,1. Wine/European,,,,,,,,1,"Ciani et al, A.v.l., 2004",,,,,,,,,,,,
AIR,MC8,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AIT,MC10,,,,1. Wine/European,,,,,,,,1,"Ciani et al, A.v.l., 2004",,,,,,,,,,,,
AKP,CLQCA_02-003,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AKV,CLQCA_10-027,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALE,CLQCA_17-060,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALL,21/04/99,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALM,21-4-101,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALQ,21-4-111,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALS,21-4-116,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AMA,21-4-125,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AMR,SJ5L16,,,,1. Wine/European,,,,,,,,1,"Naumov et al., A.v.l., 2012",,,,,,,,,,,,
AMT,SJ5L18,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ANQ,L-1191,,,,1. Wine/European,,,,,,,,1,"Cubillos et al., FEMS ME, 2009",,,,,,,,,,,,
APS,CBS423,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
APT,CBS459,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
APV,CBS1250,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AQE,CBS6006,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AQP,CBS462,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AQQ,CBS1175,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ARC,CBS1257,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ARL,CBS2087,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ARQ,CBS2271,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ART,CBS2808,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ARV,CBS2965,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ASA,CBS4092,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ASE,CBS4667,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ASG,CBS1489,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ASR,M1,,,,1. Wine/European,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
ASS,M5,,,,1. Wine/European,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
ATA,PR,,,,1. Wine/European,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
ATH,UC4,,,,1. Wine/European,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
ATM,UC10,,,,1. Wine/European,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
ATN,Y4,,,,1. Wine/European,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
AVH,CECT1478,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AVK,L-1194,,,,1. Wine/European,,,,,,,,1,"Cubillos et al., FEMS ME, 2009",,,,,,,,,,,,
BAR,PB56,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BAS,PB67,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BAT,PB94,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BAV,PB137,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BBA,PB197,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BBB,PB200,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BBH,CCY_21-4-119,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BBI,CCY_21-4-120,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BBK,CCY_21-4-121,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BBV,2282,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BCA,2644,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BEP,EXF-3387,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BEQ,EXF-4126,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BER,EXF-5042,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BES,EXF-5046,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BET,EXF-5247,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BEV,EXF-5248,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BFB,EXF-5287,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BFC,EXF-5295,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BFD,EXF-5297,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BFK,EXF-6761,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BFQ,CLIB484,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BFR,CLIB485,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BHB,CLIB889,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BHC,CLIB1040,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BHF,CLIB1062,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BHN,CLIB1410,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BHV,DBVPG1014,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIA,DBVPG1029,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIB,DBVPG1041,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIC,DBVPG1056,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BID,DBVPG1058,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIF,DBVPG1076,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIG,DBVPG1080,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIH,DBVPG1105,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BII,DBVPG1106,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIK,DBVPG1107,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIL,DBVPG1108,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIM,DBVPG1122,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIN,DBVPG1123,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIP,DBVPG1125,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIQ,DBVPG1126,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIR,DBVPG1127,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIS,DBVPG1129,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIT,DBVPG1145,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKA,DBVPG1163,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKC,DBVPG1339,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKD,DBVPG1374,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKE,DBVPG1380,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKF,DBVPG1473,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKG,DBVPG1490,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKH,DBVPG1523,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKI,DBVPG1554,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKK,DBVPG1555,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKL,DBVPG1564,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKM,DBVPG1577,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKN,DBVPG1580,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKQ,DBVPG1584,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKR,DBVPG1594,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKS,DBVPG1595,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BKT,DBVPG1596,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLA,DBVPG1599,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLB,DBVPG1601,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLC,DBVPG1606,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLD,DBVPG1608,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLE,DBVPG1611,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLF,DBVPG1615,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLG,DBVPG1625,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLH,DBVPG1626,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLI,DBVPG1629,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLL,DBVPG1632,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLM,DBVPG1656,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLP,DBVPG1661,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLQ,DBVPG1669,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLR,DBVPG1973,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLS,DBVPG1975,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLT,DBVPG1984,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BLV,DBVPG3022,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BMH,YJM984,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
BMI,YJM989,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
BMN,2698,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BNE,DBVPG1057,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BNF,DBVPG1078,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BNH,DBVPG1685,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BNI,DBVPG1699,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BNK,DBVPG1701,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BNL,DBVPG1708,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BNM,DBVPG1711,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BNN,DBVPG1712,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BNP,DBVPG1714,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BNQ,DBVPG1719,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BNR,DBVPG1725,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BNT,DBVPG1772,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BPB,DBVPG1795,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BPC,DBVPG1798,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BPF,DBVPG1832,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BPG,DBVPG1841,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BPH,DBVPG1843,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BPK,DBVPG1861,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BPL,DBVPG1878,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BPM,DBVPG1880,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BPP,DBVPG1898,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BPT,DBVPG1960,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BPV,DBVPG1976,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BQA,DBVPG1994,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BQB,DBVPG2049,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BQC,DBVPG2088,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BQE,DBVPG2166,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BQG,DBVPG3098,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BQH,DBVPG3100,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BQI,DBVPG3924,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BQM,DBVPG4162,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BQN,DBVPG4186,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BQP,DBVPG4297,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BQQ,DBVPG4317,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BQR,DBVPG4381,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BQT,DBVPG4460,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BRA,DBVPG4651,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BRB,DBVPG4686,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BRC,DBVPG4695,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BRD,DBVPG4902,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BRE,DBVPG4905,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BRF,DBVPG5760,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BRH,DBVPG6223,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BSA,DBVPG6876,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BSB,DBVPG6877,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BSC,DBVPG6878,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BSD,DBVPG6879,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BSE,DBVPG6880,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BSG,DBVPG6295,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BSL,M57,,,,1. Wine/European,,,,,,,,1,"Stefanini et al., PNAS, 2016",,,,,,,,,,,,
BSM,SGU89,,,,1. Wine/European,,,,,,,,1,"Stefanini et al., PNAS, 2016",,,,,,,,,,,,
BSP,L-1183,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BST,L-962,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BTH,ZP_577,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BTL,L-304,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BTN,L-475,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BTR,L-1201,,,,1. Wine/European,,,,,,,,1,"Cubillos et al., FEMS ME, 2009",,,,,,,,,,,,
BVK,4LBI-3,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BVM,SA6-31,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BVT,B-24,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
BVV,8_15,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAA,5_18,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAB,11_8,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAC,A-12,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAD,11_18,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAE,B-4,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAF,C-3,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAH,D-1,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAK,A-16,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAL,A-19,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAM,9_7,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAN,8_3,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAP,11_2,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAQ,5_2,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAR,A-9,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAT,C-12,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CAV,B-13,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CBA,A-14,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CBB,1_9,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CBC,D-18,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CBD,B-11,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CBE,D-21,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
CBG,DBVPG1978,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CBH,DBVPG3051,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CBI,DBVPG4036,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
